ID,department,education,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,Project ID,Project Type,Start Date,Planned Completion Date,Actual Completion Date,Project Status,Priority,Task ID,Task Status,Assigned To,Hours Spent,Budget,Actual Cost,Delay Days,Cost Overrun %,Tasks Completed,Productivity Score,Training Effectiveness,Experience Index,Priority_Scaled,Workload Pressure
,Sales & Marketing,Masters & above,1,59,3,29,1,0,48,,,,,,,,,,,,,,0,,0,,48,87,,
,Finance,Bachelors,1,32,3,7,1,0,68,,,,,,,,,,,,,,0,,0,,68,21,,
,Analytics,Masters & above,1,42,5,6,1,0,82,,,,,,,,,,,,,,0,,0,,82,30,,
,Sales & Marketing,Bachelors,1,31,1,4,0,0,51,,,,,,,,,,,,,,0,,0,,51,4,,
,Technology,Bachelors,1,38,3,10,0,0,81,,,,,,,,,,,,,,0,,0,,81,30,,
,Finance,Bachelors,1,28,5,3,1,0,57,,,,,,,,,,,,,,0,,0,,57,15,,
,Sales & Marketing,Bachelors,1,44,1,6,1,0,48,,,,,,,,,,,,,,0,,0,,48,6,,
,Technology,Masters & above,2,39,3,4,0,0,76,,,,,,,,,,,,,,0,,0,,152,12,,
,HR,Bachelors,1,28,,1,1,0,49,,,,,,,,,,,,,,0,,0,,49,,,
,Sales & Marketing,Bachelors,1,35,1,3,0,0,51,,,,,,,,,,,,,,0,,0,,51,3,,
,Sales & Marketing,Masters & above,1,58,5,15,0,0,45,,,,,,,,,,,,,,0,,0,,45,75,,
,Operations,Masters & above,1,32,5,7,1,0,60,,,,,,,,,,,,,,0,,0,,60,35,,
,Technology,Bachelors,1,31,3,2,1,0,78,,,,,,,,,,,,,,0,,0,,78,6,,
,Finance,Bachelors,1,31,3,5,1,0,61,,,,,,,,,,,,,,0,,0,,61,15,,
,Technology,Bachelors,1,29,3,2,0,0,80,,,,,,,,,,,,,,0,,0,,80,6,,
,Sales & Marketing,Masters & above,1,37,3,8,0,0,52,,,,,,,,,,,,,,0,,0,,52,24,,
,Operations,Bachelors,1,31,3,6,1,0,66,,,,,,,,,,,,,,0,,0,,66,18,,
,Procurement,Bachelors,1,34,4,4,1,0,72,,,,,,,,,,,,,,0,,0,,72,16,,
,Sales & Marketing,Bachelors,4,27,2,1,0,0,52,,,,,,,,,,,,,,0,,0,,208,2,,
,Finance,Bachelors,1,28,1,2,0,0,61,,,,,,,,,,,,,,0,,0,,61,2,,
,Sales & Marketing,Masters & above,2,55,3,4,0,0,91,,,,,,,,,,,,,,0,,0,,182,12,,
,Procurement,Bachelors,1,40,3,2,1,1,70,,,,,,,,,,,,,,0,,0,,70,6,,
,Sales & Marketing,Masters & above,1,35,3,8,0,0,48,,,,,,,,,,,,,,0,,0,,48,24,,
,Analytics,Bachelors,1,32,4,4,0,0,87,,,,,,,,,,,,,,0,,0,,87,16,,
,Sales & Marketing,Bachelors,2,30,3,4,0,0,49,,,,,,,,,,,,,,0,,0,,98,12,,
,Analytics,Bachelors,1,29,3,2,1,0,82,,,,,,,,,,,,,,0,,0,,82,6,,
,Technology,Bachelors,1,31,2,8,0,0,83,,,,,,,,,,,,,,0,,0,,83,16,,
,Finance,Bachelors,1,35,3,11,0,0,59,,,,,,,,,,,,,,0,,0,,59,33,,
,Sales & Marketing,Bachelors,1,37,1,10,0,0,51,,,,,,,,,,,,,,0,,0,,51,10,,
,Sales & Marketing,Masters & above,2,36,3,4,0,0,49,,,,,,,,,,,,,,0,,0,,98,12,,
,Sales & Marketing,Masters & above,1,34,5,7,0,0,52,,,,,,,,,,,,,,0,,0,,52,35,,
,HR,Masters & above,1,38,5,4,1,0,49,,,,,,,,,,,,,,0,,0,,49,20,,
,Technology,Bachelors,1,42,3,5,1,0,80,,,,,,,,,,,,,,0,,0,,80,15,,
,Analytics,Bachelors,2,26,2,3,1,0,82,,,,,,,,,,,,,,0,,0,,164,6,,
,Operations,Bachelors,1,39,3,10,0,0,59,,,,,,,,,,,,,,0,,0,,59,30,,
,Operations,Bachelors,1,45,3,7,1,0,62,,,,,,,,,,,,,,0,,0,,62,21,,
,Legal,Bachelors,1,52,3,9,0,0,57,,,,,,,,,,,,,,0,,0,,57,27,,
,Sales & Marketing,Bachelors,1,29,4,6,0,0,52,,,,,,,,,,,,,,0,,0,,52,24,,
,Operations,Bachelors,1,36,4,10,0,0,62,,,,,,,,,,,,,,0,,0,,62,40,,
,Operations,Masters & above,1,35,5,7,0,0,56,,,,,,,,,,,,,,0,,0,,56,35,,
,Operations,Bachelors,1,28,5,3,1,0,63,,,,,,,,,,,,,,0,,0,,63,15,,
,Sales & Marketing,,1,39,1,3,0,0,48,,,,,,,,,,,,,,0,,0,,48,3,,
,Technology,Below Secondary,2,24,4,2,0,0,85,,,,,,,,,,,,,,0,,0,,170,8,,
,Operations,Bachelors,1,36,3,3,1,0,61,,,,,,,,,,,,,,0,,0,,61,9,,
,Sales & Marketing,Bachelors,1,54,2,3,0,0,48,,,,,,,,,,,,,,0,,0,,48,6,,
,Operations,Bachelors,1,40,3,13,1,0,57,,,,,,,,,,,,,,0,,0,,57,39,,
,Sales & Marketing,Bachelors,2,44,5,8,0,0,49,,,,,,,,,,,,,,0,,0,,98,40,,
,Operations,Bachelors,1,35,4,7,1,1,57,,,,,,,,,,,,,,0,,0,,57,28,,
,Procurement,Masters & above,1,34,3,7,1,0,66,,,,,,,,,,,,,,0,,0,,66,21,,
,Analytics,Bachelors,2,41,3,6,0,0,86,,,,,,,,,,,,,,0,,0,,172,18,,
,Finance,Masters & above,1,52,4,20,1,0,64,,,,,,,,,,,,,,0,,0,,64,80,,
,Technology,Bachelors,2,30,4,5,1,0,85,,,,,,,,,,,,,,0,,0,,170,20,,
,Sales & Marketing,Bachelors,1,25,,1,0,0,53,,,,,,,,,,,,,,0,,0,,53,,,
,Sales & Marketing,Bachelors,1,55,3,11,1,0,50,,,,,,,,,,,,,,0,,0,,50,33,,
,R&D,Masters & above,4,36,3,3,1,0,85,,,,,,,,,,,,,,0,,0,,340,9,,
,Finance,Bachelors,1,27,1,4,1,0,59,,,,,,,,,,,,,,0,,0,,59,4,,
,Technology,Masters & above,3,42,3,10,0,0,80,,,,,,,,,,,,,,0,,0,,240,30,,
,Technology,Bachelors,1,50,5,18,0,0,80,,,,,,,,,,,,,,0,,0,,80,90,,
,Technology,Bachelors,2,31,3,4,0,0,81,,,,,,,,,,,,,,0,,0,,162,12,,
,Sales & Marketing,Masters & above,1,45,1,5,0,0,54,,,,,,,,,,,,,,0,,0,,54,5,,
,Operations,Bachelors,1,28,5,4,1,0,54,,,,,,,,,,,,,,0,,0,,54,20,,
,HR,Below Secondary,1,23,,1,0,0,49,,,,,,,,,,,,,,0,,0,,49,,,
,Sales & Marketing,Bachelors,1,44,2,15,0,0,53,,,,,,,,,,,,,,0,,0,,53,30,,
,Sales & Marketing,Masters & above,1,48,4,3,0,0,52,,,,,,,,,,,,,,0,,0,,52,12,,
,Operations,Masters & above,1,42,3,16,0,0,60,,,,,,,,,,,,,,0,,0,,60,48,,
,Operations,Bachelors,1,36,5,7,0,0,70,,,,,,,,,,,,,,0,,0,,70,35,,
,Technology,Bachelors,1,35,3,8,1,0,72,,,,,,,,,,,,,,0,,0,,72,24,,
,HR,Bachelors,1,34,1,5,0,0,53,,,,,,,,,,,,,,0,,0,,53,5,,
,Technology,Bachelors,1,31,3,2,1,0,79,,,,,,,,,,,,,,0,,0,,79,6,,
,Sales & Marketing,Bachelors,1,29,,1,1,0,54,,,,,,,,,,,,,,0,,0,,54,,,
,Sales & Marketing,,1,34,3,8,0,0,45,,,,,,,,,,,,,,0,,0,,45,24,,
,Sales & Marketing,Masters & above,1,56,2,7,0,0,47,,,,,,,,,,,,,,0,,0,,47,14,,
,Procurement,Masters & above,1,37,5,8,1,0,70,,,,,,,,,,,,,,0,,0,,70,40,,
,Operations,Bachelors,2,42,4,11,1,1,58,,,,,,,,,,,,,,0,,0,,116,44,,
,HR,Bachelors,1,35,5,5,1,0,51,,,,,,,,,,,,,,0,,0,,51,25,,
,Sales & Marketing,Bachelors,2,30,4,2,1,0,49,,,,,,,,,,,,,,0,,0,,98,8,,
,Technology,Masters & above,1,36,4,8,0,0,85,,,,,,,,,,,,,,0,,0,,85,32,,
,Procurement,Masters & above,1,46,1,4,0,0,68,,,,,,,,,,,,,,0,,0,,68,4,,
,Technology,Masters & above,1,35,3,7,0,0,81,,,,,,,,,,,,,,0,,0,,81,21,,
,Finance,Masters & above,2,35,5,8,1,0,59,,,,,,,,,,,,,,0,,0,,118,40,,
,Sales & Marketing,Masters & above,1,38,5,9,1,0,50,,,,,,,,,,,,,,0,,0,,50,45,,
,Sales & Marketing,Masters & above,1,35,5,3,1,1,53,,,,,,,,,,,,,,0,,0,,53,15,,
,Sales & Marketing,Bachelors,2,53,3,6,0,0,49,,,,,,,,,,,,,,0,,0,,98,18,,
,Technology,Masters & above,2,38,4,5,0,0,81,,,,,,,,,,,,,,0,,0,,162,20,,
,Operations,Bachelors,1,41,3,7,0,0,58,,,,,,,,,,,,,,0,,0,,58,21,,
,Operations,Bachelors,2,39,4,12,0,0,62,,,,,,,,,,,,,,0,,0,,124,48,,
,Analytics,Bachelors,1,31,1,9,0,0,85,,,,,,,,,,,,,,0,,0,,85,9,,
,Analytics,Bachelors,2,33,3,4,0,0,80,,,,,,,,,,,,,,0,,0,,160,12,,
,Sales & Marketing,Bachelors,1,32,5,7,1,0,43,,,,,,,,,,,,,,0,,0,,43,35,,
,Technology,Masters & above,1,35,2,7,1,0,76,,,,,,,,,,,,,,0,,0,,76,14,,
,Finance,Bachelors,2,29,2,3,1,0,59,,,,,,,,,,,,,,0,,0,,118,6,,
,HR,Bachelors,1,51,4,11,0,0,53,,,,,,,,,,,,,,0,,0,,53,44,,
,Analytics,Bachelors,3,26,5,2,1,0,86,,,,,,,,,,,,,,0,,0,,258,10,,
,Operations,Bachelors,1,44,2,4,1,0,56,,,,,,,,,,,,,,0,,0,,56,8,,
,Operations,Bachelors,3,30,3,3,1,0,57,,,,,,,,,,,,,,0,,0,,171,9,,
,Operations,Bachelors,1,34,4,9,1,0,61,,,,,,,,,,,,,,0,,0,,61,36,,
,Operations,Bachelors,1,38,5,2,1,0,57,,,,,,,,,,,,,,0,,0,,57,10,,
,Sales & Marketing,Bachelors,1,26,2,3,0,0,51,,,,,,,,,,,,,,0,,0,,51,6,,
,Operations,Bachelors,1,45,3,7,1,0,57,,,,,,,,,,,,,,0,,0,,57,21,,
,Operations,Masters & above,2,37,4,8,0,0,57,,,,,,,,,,,,,,0,,0,,114,32,,
,Analytics,,1,28,,1,1,0,89,,,,,,,,,,,,,,0,,0,,89,,,
,Procurement,Masters & above,1,48,3,5,1,0,70,,,,,,,,,,,,,,0,,0,,70,15,,
,Operations,Bachelors,2,35,5,7,1,0,57,,,,,,,,,,,,,,0,,0,,114,35,,
,Finance,Bachelors,4,33,1,4,0,0,61,,,,,,,,,,,,,,0,,0,,244,4,,
,Sales & Marketing,Bachelors,2,31,1,5,0,0,52,,,,,,,,,,,,,,0,,0,,104,5,,
,HR,Bachelors,1,49,4,2,0,0,50,,,,,,,,,,,,,,0,,0,,50,8,,
,Technology,Bachelors,5,29,3,4,0,0,79,,,,,,,,,,,,,,0,,0,,395,12,,
,Analytics,Bachelors,3,32,3,7,0,0,80,,,,,,,,,,,,,,0,,0,,240,21,,
,Technology,Masters & above,1,41,4,5,0,0,79,,,,,,,,,,,,,,0,,0,,79,20,,
,Operations,Masters & above,1,40,3,6,1,0,60,,,,,,,,,,,,,,0,,0,,60,18,,
,Sales & Marketing,Bachelors,1,48,1,21,0,0,47,,,,,,,,,,,,,,0,,0,,47,21,,
,Sales & Marketing,Bachelors,1,34,1,7,0,0,53,,,,,,,,,,,,,,0,,0,,53,7,,
,Sales & Marketing,Bachelors,1,27,4,4,1,0,54,,,,,,,,,,,,,,0,,0,,54,16,,
,HR,Masters & above,1,33,4,6,1,0,79,,,,,,,,,,,,,,0,,0,,79,24,,
,Sales & Marketing,Masters & above,1,41,5,7,1,0,51,,,,,,,,,,,,,,0,,0,,51,35,,
,Sales & Marketing,Masters & above,2,32,5,7,1,0,51,,,,,,,,,,,,,,0,,0,,102,35,,
,Finance,Masters & above,1,37,2,9,0,0,59,,,,,,,,,,,,,,0,,0,,59,18,,
,Procurement,Masters & above,1,58,3,4,1,0,68,,,,,,,,,,,,,,0,,0,,68,12,,
,Operations,Masters & above,1,37,1,6,0,0,64,,,,,,,,,,,,,,0,,0,,64,6,,
,Analytics,Bachelors,1,37,5,8,1,0,84,,,,,,,,,,,,,,0,,0,,84,40,,
,Operations,Bachelors,1,32,4,7,0,0,59,,,,,,,,,,,,,,0,,0,,59,28,,
,Technology,Masters & above,1,40,5,9,1,0,80,,,,,,,,,,,,,,0,,0,,80,45,,
,R&D,Bachelors,1,29,,1,0,0,88,,,,,,,,,,,,,,0,,0,,88,,,
,HR,Bachelors,1,27,,1,0,0,53,,,,,,,,,,,,,,0,,0,,53,,,
,Sales & Marketing,Bachelors,1,35,5,7,0,0,46,,,,,,,,,,,,,,0,,0,,46,35,,
,Procurement,Masters & above,1,35,2,9,1,0,70,,,,,,,,,,,,,,0,,0,,70,18,,
,HR,Below Secondary,2,23,5,2,1,0,57,,,,,,,,,,,,,,0,,0,,114,10,,
,Sales & Marketing,Masters & above,1,36,5,4,1,0,48,,,,,,,,,,,,,,0,,0,,48,20,,
,HR,Masters & above,1,41,3,11,1,0,96,,,,,,,,,,,,,,0,,0,,96,33,,
,Sales & Marketing,Bachelors,3,33,3,6,0,0,50,,,,,,,,,,,,,,0,,0,,150,18,,
,Analytics,Bachelors,1,33,4,9,0,0,86,,,,,,,,,,,,,,0,,0,,86,36,,
,Operations,Masters & above,1,40,3,6,0,0,62,,,,,,,,,,,,,,0,,0,,62,18,,
,Sales & Marketing,Masters & above,1,36,3,7,0,0,45,,,,,,,,,,,,,,0,,0,,45,21,,
,R&D,,1,31,4,2,1,0,79,,,,,,,,,,,,,,0,,0,,79,8,,
,Analytics,Bachelors,1,30,3,4,0,0,87,,,,,,,,,,,,,,0,,0,,87,12,,
,Operations,Bachelors,1,40,3,11,0,0,56,,,,,,,,,,,,,,0,,0,,56,33,,
,Technology,Bachelors,2,31,3,3,0,0,84,,,,,,,,,,,,,,0,,0,,168,9,,
,Sales & Marketing,Bachelors,1,47,1,3,0,0,49,,,,,,,,,,,,,,0,,0,,49,3,,
,Technology,Masters & above,1,41,3,9,0,0,78,,,,,,,,,,,,,,0,,0,,78,27,,
,Procurement,Masters & above,1,40,2,3,0,0,71,,,,,,,,,,,,,,0,,0,,71,6,,
,Legal,Bachelors,1,50,2,15,0,0,61,,,,,,,,,,,,,,0,,0,,61,30,,
,Procurement,Bachelors,1,29,5,2,1,0,77,,,,,,,,,,,,,,0,,0,,77,10,,
,Procurement,Bachelors,1,32,3,5,0,0,68,,,,,,,,,,,,,,0,,0,,68,15,,
,Technology,Masters & above,1,34,4,7,1,0,78,,,,,,,,,,,,,,0,,0,,78,28,,
,Operations,Bachelors,1,29,4,2,1,0,59,,,,,,,,,,,,,,0,,0,,59,8,,
,Sales & Marketing,Bachelors,1,29,,1,0,0,47,,,,,,,,,,,,,,0,,0,,47,,,
,Technology,Masters & above,1,52,1,25,0,0,79,,,,,,,,,,,,,,0,,0,,79,25,,
,Operations,Bachelors,1,29,5,4,0,0,59,,,,,,,,,,,,,,0,,0,,59,20,,
,Sales & Marketing,Masters & above,1,33,3,9,0,0,47,,,,,,,,,,,,,,0,,0,,47,27,,
,Sales & Marketing,Bachelors,2,34,3,4,1,0,47,,,,,,,,,,,,,,0,,0,,94,12,,
,Finance,Bachelors,1,29,5,6,0,0,64,,,,,,,,,,,,,,0,,0,,64,30,,
,Sales & Marketing,Masters & above,2,38,3,2,1,0,51,,,,,,,,,,,,,,0,,0,,102,6,,
,Operations,Below Secondary,1,25,4,3,1,0,65,,,,,,,,,,,,,,0,,0,,65,12,,
,Operations,Bachelors,1,32,4,7,1,0,57,,,,,,,,,,,,,,0,,0,,57,28,,
,Operations,Bachelors,1,27,,1,0,0,56,,,,,,,,,,,,,,0,,0,,56,,,
,Technology,Masters & above,1,33,5,6,1,0,84,,,,,,,,,,,,,,0,,0,,84,30,,
,Procurement,Bachelors,1,30,2,5,1,0,71,,,,,,,,,,,,,,0,,0,,71,10,,
,Legal,Bachelors,1,31,1,5,0,0,59,,,,,,,,,,,,,,0,,0,,59,5,,
,Sales & Marketing,Bachelors,1,29,5,3,1,0,49,,,,,,,,,,,,,,0,,0,,49,15,,
,Operations,Bachelors,1,45,5,17,1,0,61,,,,,,,,,,,,,,0,,0,,61,85,,
,Operations,Bachelors,1,34,5,7,1,0,58,,,,,,,,,,,,,,0,,0,,58,35,,
,Procurement,Bachelors,1,29,1,4,0,0,75,,,,,,,,,,,,,,0,,0,,75,4,,
,Sales & Marketing,Bachelors,4,28,3,4,0,0,46,,,,,,,,,,,,,,0,,0,,184,12,,
,Sales & Marketing,Masters & above,1,36,5,10,0,0,50,,,,,,,,,,,,,,0,,0,,50,50,,
,Sales & Marketing,Bachelors,6,27,3,3,0,0,57,,,,,,,,,,,,,,0,,0,,342,9,,
,Analytics,,2,30,1,3,0,0,81,,,,,,,,,,,,,,0,,0,,162,3,,
,Analytics,Bachelors,2,27,3,4,0,0,84,,,,,,,,,,,,,,0,,0,,168,12,,
,Sales & Marketing,Bachelors,2,51,2,17,0,0,48,,,,,,,,,,,,,,0,,0,,96,34,,
,Operations,Bachelors,1,28,5,2,1,0,62,,,,,,,,,,,,,,0,,0,,62,10,,
,Operations,Masters & above,2,38,4,11,0,0,59,,,,,,,,,,,,,,0,,0,,118,44,,
,Sales & Marketing,Bachelors,1,27,2,2,0,0,46,,,,,,,,,,,,,,0,,0,,46,4,,
,Operations,Bachelors,1,41,3,7,0,0,55,,,,,,,,,,,,,,0,,0,,55,21,,
,Sales & Marketing,Bachelors,1,41,5,11,1,0,47,,,,,,,,,,,,,,0,,0,,47,55,,
,Finance,Bachelors,1,28,4,2,0,0,57,,,,,,,,,,,,,,0,,0,,57,8,,
,Operations,Bachelors,1,29,,1,1,0,59,,,,,,,,,,,,,,0,,0,,59,,,
,Sales & Marketing,Bachelors,1,60,3,12,0,0,54,,,,,,,,,,,,,,0,,0,,54,36,,
,Sales & Marketing,Bachelors,1,31,4,6,0,0,46,,,,,,,,,,,,,,0,,0,,46,24,,
,Sales & Marketing,Masters & above,1,51,5,9,1,0,51,,,,,,,,,,,,,,0,,0,,51,45,,
,Procurement,Masters & above,1,44,4,7,1,0,68,,,,,,,,,,,,,,0,,0,,68,28,,
,Operations,,1,37,5,9,1,0,61,,,,,,,,,,,,,,0,,0,,61,45,,
,Sales & Marketing,Masters & above,1,43,1,13,0,0,53,,,,,,,,,,,,,,0,,0,,53,13,,
,Legal,Bachelors,1,31,,1,1,0,58,,,,,,,,,,,,,,0,,0,,58,,,
,Sales & Marketing,Bachelors,3,31,1,5,0,0,50,,,,,,,,,,,,,,0,,0,,150,5,,
,Operations,Bachelors,1,37,4,10,1,0,60,,,,,,,,,,,,,,0,,0,,60,40,,
,Finance,Masters & above,1,58,4,3,1,0,60,,,,,,,,,,,,,,0,,0,,60,12,,
,Procurement,Masters & above,1,51,3,9,0,0,71,,,,,,,,,,,,,,0,,0,,71,27,,
,Operations,Masters & above,1,43,3,15,0,0,63,,,,,,,,,,,,,,0,,0,,63,45,,
,Sales & Marketing,Masters & above,1,31,3,2,0,0,59,,,,,,,,,,,,,,0,,0,,59,6,,
,Technology,Bachelors,1,53,3,11,0,0,79,,,,,,,,,,,,,,0,,0,,79,33,,
,Finance,Bachelors,1,29,3,3,0,0,58,,,,,,,,,,,,,,0,,0,,58,9,,
,Sales & Marketing,Bachelors,1,37,1,7,1,0,52,,,,,,,,,,,,,,0,,0,,52,7,,
,R&D,Masters & above,2,35,5,6,1,0,89,,,,,,,,,,,,,,0,,0,,178,30,,
,Operations,Bachelors,1,38,4,9,1,0,63,,,,,,,,,,,,,,0,,0,,63,36,,
,Procurement,Masters & above,1,41,3,5,0,0,73,,,,,,,,,,,,,,0,,0,,73,15,,
,Procurement,Bachelors,1,31,5,3,1,0,69,,,,,,,,,,,,,,0,,0,,69,15,,
,Operations,Bachelors,1,35,1,9,1,0,65,,,,,,,,,,,,,,0,,0,,65,9,,
,Analytics,,1,28,5,4,0,0,84,,,,,,,,,,,,,,0,,0,,84,20,,
,Sales & Marketing,Masters & above,4,35,1,5,0,0,52,,,,,,,,,,,,,,0,,0,,208,5,,
,Technology,Bachelors,1,30,,1,0,0,78,,,,,,,,,,,,,,0,,0,,78,,,
,Sales & Marketing,Bachelors,1,39,3,9,1,0,51,,,,,,,,,,,,,,0,,0,,51,27,,
,Operations,Bachelors,1,28,4,3,0,0,59,,,,,,,,,,,,,,0,,0,,59,12,,
,Operations,Bachelors,1,45,5,17,1,0,63,,,,,,,,,,,,,,0,,0,,63,85,,
,Procurement,Bachelors,3,38,4,13,0,0,72,,,,,,,,,,,,,,0,,0,,216,52,,
,Procurement,Masters & above,1,59,4,14,1,0,64,,,,,,,,,,,,,,0,,0,,64,56,,
,Analytics,Masters & above,1,44,3,4,0,0,83,,,,,,,,,,,,,,0,,0,,83,12,,
,Sales & Marketing,Bachelors,1,47,3,19,0,0,47,,,,,,,,,,,,,,0,,0,,47,57,,
,Sales & Marketing,Bachelors,3,27,,1,0,0,50,,,,,,,,,,,,,,0,,0,,150,,,
,Sales & Marketing,Bachelors,1,31,5,6,1,0,50,,,,,,,,,,,,,,0,,0,,50,30,,
,Operations,Bachelors,3,54,5,18,0,0,58,,,,,,,,,,,,,,0,,0,,174,90,,
,Sales & Marketing,Bachelors,1,37,3,7,0,0,55,,,,,,,,,,,,,,0,,0,,55,21,,
,Sales & Marketing,Bachelors,1,36,1,7,1,0,48,,,,,,,,,,,,,,0,,0,,48,7,,
,Technology,Bachelors,1,28,,1,0,0,80,,,,,,,,,,,,,,0,,0,,80,,,
,Analytics,Masters & above,1,43,5,6,0,0,81,,,,,,,,,,,,,,0,,0,,81,30,,
,Procurement,Masters & above,1,32,4,5,1,0,72,,,,,,,,,,,,,,0,,0,,72,20,,
,Sales & Marketing,Masters & above,1,38,1,5,0,0,52,,,,,,,,,,,,,,0,,0,,52,5,,
,Technology,Masters & above,1,50,3,8,0,0,84,,,,,,,,,,,,,,0,,0,,84,24,,
,Operations,Bachelors,1,36,3,3,1,1,59,,,,,,,,,,,,,,0,,0,,59,9,,
,Operations,Masters & above,1,38,5,8,1,0,58,,,,,,,,,,,,,,0,,0,,58,40,,
,Technology,Bachelors,1,23,,1,0,0,84,,,,,,,,,,,,,,0,,0,,84,,,
,Procurement,Masters & above,1,32,3,7,1,1,71,,,,,,,,,,,,,,0,,0,,71,21,,
,Sales & Marketing,Bachelors,1,28,,1,0,0,51,,,,,,,,,,,,,,0,,0,,51,,,
,Sales & Marketing,Bachelors,2,28,1,4,0,0,50,,,,,,,,,,,,,,0,,0,,100,4,,
,Operations,Bachelors,1,26,,1,1,0,57,,,,,,,,,,,,,,0,,0,,57,,,
,Technology,Masters & above,2,49,2,11,0,0,80,,,,,,,,,,,,,,0,,0,,160,22,,
,Technology,Masters & above,1,41,3,7,0,0,87,,,,,,,,,,,,,,0,,0,,87,21,,
,Procurement,Bachelors,1,29,5,2,1,0,66,,,,,,,,,,,,,,0,,0,,66,10,,
,Sales & Marketing,Bachelors,1,48,4,15,0,0,51,,,,,,,,,,,,,,0,,0,,51,60,,
,Analytics,Bachelors,1,39,1,2,0,0,89,,,,,,,,,,,,,,0,,0,,89,2,,
,Operations,Masters & above,1,40,4,4,1,0,61,,,,,,,,,,,,,,0,,0,,61,16,,
,Operations,Bachelors,1,50,2,6,0,0,62,,,,,,,,,,,,,,0,,0,,62,12,,
,Operations,,1,50,5,2,1,0,57,,,,,,,,,,,,,,0,,0,,57,10,,
,Analytics,Bachelors,1,47,3,4,0,0,76,,,,,,,,,,,,,,0,,0,,76,12,,
,Procurement,Masters & above,1,40,4,10,0,0,70,,,,,,,,,,,,,,0,,0,,70,40,,
,R&D,Bachelors,2,36,2,7,1,0,87,,,,,,,,,,,,,,0,,0,,174,14,,
,Sales & Marketing,Bachelors,1,29,4,6,0,0,48,,,,,,,,,,,,,,0,,0,,48,24,,
,Operations,Bachelors,1,32,3,5,1,0,60,,,,,,,,,,,,,,0,,0,,60,15,,
,Legal,Bachelors,1,29,5,3,1,0,60,,,,,,,,,,,,,,0,,0,,60,15,,
,Operations,Masters & above,2,46,4,12,0,0,59,,,,,,,,,,,,,,0,,0,,118,48,,
,Procurement,Bachelors,1,33,1,3,1,0,71,,,,,,,,,,,,,,0,,0,,71,3,,
,Sales & Marketing,Bachelors,1,31,,1,0,0,51,,,,,,,,,,,,,,0,,0,,51,,,
,Analytics,Bachelors,1,29,5,3,1,0,81,,,,,,,,,,,,,,0,,0,,81,15,,
,Sales & Marketing,Masters & above,1,27,5,5,1,1,49,,,,,,,,,,,,,,0,,0,,49,25,,
,Sales & Marketing,Bachelors,1,33,3,8,0,0,45,,,,,,,,,,,,,,0,,0,,45,24,,
,Sales & Marketing,Masters & above,1,42,1,5,0,0,47,,,,,,,,,,,,,,0,,0,,47,5,,
,Sales & Marketing,,1,31,3,2,0,0,47,,,,,,,,,,,,,,0,,0,,47,6,,
,Sales & Marketing,Masters & above,2,31,1,2,0,0,55,,,,,,,,,,,,,,0,,0,,110,2,,
,Analytics,Bachelors,2,36,3,9,0,0,84,,,,,,,,,,,,,,0,,0,,168,27,,
,Sales & Marketing,Bachelors,2,47,5,16,0,0,49,,,,,,,,,,,,,,0,,0,,98,80,,
,Technology,Bachelors,1,29,4,2,0,0,93,,,,,,,,,,,,,,0,,0,,93,8,,
,Sales & Marketing,Bachelors,2,33,5,6,0,0,51,,,,,,,,,,,,,,0,,0,,102,30,,
,HR,Bachelors,1,25,,1,1,0,51,,,,,,,,,,,,,,0,,0,,51,,,
,HR,Bachelors,1,29,,1,0,0,48,,,,,,,,,,,,,,0,,0,,48,,,
,Sales & Marketing,Bachelors,2,33,4,7,1,0,46,,,,,,,,,,,,,,0,,0,,92,28,,
,R&D,Masters & above,2,41,3,9,0,0,84,,,,,,,,,,,,,,0,,0,,168,27,,
,Operations,Bachelors,1,26,3,3,1,0,64,,,,,,,,,,,,,,0,,0,,64,9,,
,Sales & Marketing,Bachelors,1,29,3,6,0,0,52,,,,,,,,,,,,,,0,,0,,52,18,,
,Sales & Marketing,Bachelors,1,33,3,5,1,0,45,,,,,,,,,,,,,,0,,0,,45,15,,
,Operations,Bachelors,1,38,5,9,1,0,60,,,,,,,,,,,,,,0,,0,,60,45,,
,Sales & Marketing,Bachelors,1,30,2,4,0,0,47,,,,,,,,,,,,,,0,,0,,47,8,,
,Sales & Marketing,Bachelors,1,49,2,6,0,0,50,,,,,,,,,,,,,,0,,0,,50,12,,
,HR,Bachelors,1,28,3,4,0,0,51,,,,,,,,,,,,,,0,,0,,51,12,,
,Procurement,Bachelors,3,30,1,4,0,0,66,,,,,,,,,,,,,,0,,0,,198,4,,
,Operations,Masters & above,1,41,3,12,0,0,64,,,,,,,,,,,,,,0,,0,,64,36,,
,Sales & Marketing,Bachelors,1,28,,1,0,0,53,,,,,,,,,,,,,,0,,0,,53,,,
,Sales & Marketing,Bachelors,1,30,5,2,1,0,43,,,,,,,,,,,,,,0,,0,,43,10,,
,Procurement,Bachelors,1,23,,1,1,0,70,,,,,,,,,,,,,,0,,0,,70,,,
,Sales & Marketing,Bachelors,1,24,,1,1,0,45,,,,,,,,,,,,,,0,,0,,45,,,
,Operations,Bachelors,1,34,3,2,1,0,60,,,,,,,,,,,,,,0,,0,,60,6,,
